#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
STRT01273299	52	0.4149	8.14080810547	1	0.0335563	noncoding
STRT01204426	50	0.42821	8.75128173828	1	0.039325	noncoding
STRT01221977	77	0.35545	10.1017456055	1	0.0767495	noncoding
STRT01180853	27	0.34183	4.24285888672	1	0.0105788	noncoding
STRT01221978	60	0.36464	5.09600830078	1	0.0555247	noncoding
STRT01172464	102	0.28688	8.53717041016	1	0.0956296	noncoding
STRT01107483	93	0.30159	11.4224243164	1	0.0739496	noncoding
STRT01132176	93	0.30159	11.4224243164	1	0.0739496	noncoding
STRT01138632	93	0.30159	11.4224243164	1	0.0739496	noncoding
STRT01157933	29	0.35287	11.0687866211	1	0.0145974	noncoding
PBT00252365	93	0.30159	11.4224243164	1	0.0739496	noncoding
STRT01238395	16	0.34015	10.8344116211	1	0.00900404	noncoding
ENCT00000242236.1	135	0.29308	9.70867919922	1	0.224006	noncoding
ENCT00000223797.1	100	0.34053	4.92938232422	1	0.355084	noncoding
FTMT20800003108.1	33	0.39123	11.4515991211	1	0.0198301	noncoding
ENCT00000242744.1	83	0.36812	9.34344482422	1	0.104982	noncoding
STRT01281891	58	0.36966	4.87347412109	1	0.0581869	noncoding
STRT01225618	27	0.41563	10.2890014648	-1	0.0929785	noncoding
STRT01249334	144	0.33111	11.6875610352	1	0.280321	noncoding
STRT01173513	9	0.34374	3.79937744141	1	0.00451802	noncoding
FTMT20800003736.1	91	0.32534	6.94622802734	1	0.103384	noncoding
STRT01242127	54	0.41308	8.51593017578	1	0.0391003	noncoding
ENCT00000225251.1	96	0.2929	9.09832763672	1	0.0800825	noncoding
STRT01277299	21	0.46195	3.92559814453	-1	0.0209371	noncoding
STRT01243826	21	0.45457	11.7002563477	1	0.0254829	noncoding
PBT00252780	103	0.29827	10.1322631836	1	0.101669	noncoding
ENCT00000244020.1	73	0.31328	9.76544189453	1	0.0457646	noncoding
ENCT00000225577.1	27	0.33259	3.79461669922	-1	0.0135042	noncoding
STRT01194709	82	0.30305	9.65826416016	1	0.0567546	noncoding
STRT01251578	82	0.30328	9.65826416016	1	0.0568302	noncoding
PBT00256991	79	0.32244	8.01031494141	1	0.0529002	noncoding
STRT01144373	48	0.44002	9.52264404297	1	0.0509178	noncoding
STRT01155426	80	0.46594	8.12188720703	1	0.254145	noncoding
STRT01146045	39	0.45577	5.98602294922	-1	0.0187206	noncoding
STRT01268262	45	0.3772	9.18511962891	-1	0.0828407	noncoding
PBT00257099	103	0.33605	10.495300293	1	0.147996	noncoding
STRT01115783	99	0.3072	9.75579833984	1	0.0985537	noncoding
STRT01244655	55	0.33639	7.73126220703	1	0.0196939	noncoding
PBT00257129	139	0.3843	9.89239501953	1	0.666543	coding
ENCT00000227350.1	80	0.30857	6.56182861328	1	0.0641276	noncoding
STRT01151389	57	0.28496	8.84283447266	1	0.0224638	noncoding
STRT01243549	15	0.36564	10.0326538086	-1	0.114751	noncoding
FTMT20700072803.1	63	0.3737	9.83721923828	1	0.0510384	noncoding
STRT01127014	61	0.34408	8.46209716797	1	0.0290963	noncoding
STRT01228530	61	0.35658	8.46209716797	1	0.0319818	noncoding
STRT01262002	126	0.31214	8.84979248047	1	0.244995	noncoding
STRT01154414	69	0.34103	9.92706298828	1	0.0492297	noncoding
STRT01265761	77	0.32862	8.73577880859	1	0.0524386	noncoding
STRT01216115	50	0.38387	9.05633544922	1	0.0266055	noncoding
STRT01132314	39	0.43521	9.62689208984	1	0.0307719	noncoding
ENCT00000227417.1	102	0.38549	12.3424682617	1	0.146237	noncoding
STRT01142089	33	0.44067	4.19305419922	1	0.0350539	noncoding
ENCT00000246263.1	42	0.31128	9.18341064453	1	0.013887	noncoding
STRT01152182	17	0.35379	5.27496337891	-1	0.0162516	noncoding
STRT01194750	24	0.36642	10.6643676758	-1	0.146587	noncoding
STRT01259779	29	0.36668	7.76190185547	1	0.00625213	noncoding
ENCT00000228620.1	51	0.28923	6.52899169922	1	0.01889	noncoding
STRT01241450	73	0.44545	4.54791259766	1	0.308222	noncoding
PBT00253510	108	0.32686	9.45941162109	1	0.161605	noncoding
PBT00253512	107	0.29526	5.54522705078	1	0.291828	noncoding
STRT01150245	75	0.37398	9.00299072266	1	0.0769257	noncoding
MICT00000199177.1	48	0.26273	4.78045654297	1	0.0632808	noncoding
PBT00253557	65	0.29435	7.82635498047	1	0.0274762	noncoding
PBT00253560	65	0.29435	7.82635498047	1	0.0274762	noncoding
STRT01205958	35	0.32646	4.96673583984	1	0.011799	noncoding
PBT00257775	133	0.2765	9.40435791016	1	0.188299	noncoding
ENCT00000229645.1	37	0.26746	7.97650146484	1	0.0121677	noncoding
STRT01209647	42	0.41893	6.87982177734	1	0.0182924	noncoding
PBT00257793	97	0.28631	8.20623779297	1	0.0839207	noncoding
STRT01236719	31	0.45935	9.69390869141	1	0.0291092	noncoding
STRT01238240	34	0.32731	10.4326782227	1	0.0150469	noncoding
STRT01275145	26	0.43329	7.73712158203	1	0.00822433	noncoding
STRT01138335	70	0.30552	10.160949707	1	0.0422967	noncoding
STRT01201099	82	0.32642	10.172668457	1	0.0699328	noncoding
STRT01228830	98	0.33991	6.93402099609	1	0.160974	noncoding
PBT00258078	111	0.40344	10.0010375977	1	0.444821	noncoding
STRT01177652	30	0.35089	11.6990356445	-1	0.187312	noncoding
PBT00258121	72	0.41831	10.3463745117	1	0.135834	noncoding
STRT01134577	77	0.30213	9.26690673828	1	0.0464024	noncoding
PBT00253886	65	0.29772	9.89788818359	1	0.0343477	noncoding
ENCT00000249878.1	116	0.28923	7.67730712891	1	0.1767	noncoding
ENCT00000249880.1	116	0.28923	7.67730712891	1	0.1767	noncoding
ENCT00000249881.1	116	0.28923	7.67730712891	1	0.1767	noncoding
STRT01223520	123	0.33247	5.53643798828	1	0.556852	coding
STRT01126119	71	0.3119	8.65972900391	1	0.0370414	noncoding
STRT01149791	67	0.38922	9.66278076172	1	0.0696901	noncoding
STRT01164156	67	0.33986	9.66278076172	1	0.0436102	noncoding
STRT01133185	42	0.33899	8.63067626953	1	0.0125945	noncoding
STRT01142809	41	0.37029	7.83624267578	1	0.012067	noncoding
STRT01163549	20	0.38073	4.50567626953	1	0.00748796	noncoding
STRT01181296	21	0.36304	8.25445556641	1	0.00457968	noncoding
STRT01139415	34	0.31345	9.09771728516	1	0.0100825	noncoding
FTMT20800010887.1	13	0.31752	5.75323486328	-1	0.0338691	noncoding
STRT01256203	46	0.27616	7.92449951172	1	0.0149275	noncoding
PBT00258502	134	0.35191	5.35418701172	-1	0.077729	noncoding
STRT01174447	72	0.41466	9.07073974609	1	0.109773	noncoding
STRT01126170	26	0.40879	10.0841674805	1	0.0137039	noncoding
STRT01261003	0	0.36208	0.0	-1	2.57534e-06	noncoding
STRT01189524	49	0.37717	5.14276123047	-1	0.020449	noncoding
STRT01271694	37	0.39993	10.1056518555	1	0.0214917	noncoding
STRT01213000	29	0.42871	9.39898681641	1	0.0155124	noncoding
STRT01240754	44	0.28644	9.42938232422	1	0.0168371	noncoding
STRT01232715	80	0.39101	5.66815185547	1	0.17322	noncoding
STRT01128341	52	0.25198	8.61077880859	1	0.0250441	noncoding
ENCT00000233678.1	30	0.38802	6.87542724609	1	0.00701113	noncoding
STRT01142260	79	0.33039	10.3060913086	1	0.0660691	noncoding
ENCT00000233679.1	79	0.33527	10.3060913086	1	0.0688724	noncoding
STRT01165736	72	0.28662	6.24566650391	1	0.0524791	noncoding
STRT01243014	47	0.33619	9.62115478516	1	0.0196954	noncoding
STRT01148142	36	0.34839	8.68499755859	1	0.0100839	noncoding
STRT01183895	31	0.45826	4.35235595703	-1	0.0211998	noncoding
PBT00254397	76	0.34416	7.74017333984	1	0.0555126	noncoding
ENCT00000252665.1	116	0.29187	5.78472900391	1	0.351876	noncoding
PBT00254627	49	0.32627	4.72235107422	1	0.0290042	noncoding
STRT01257055	92	0.35267	9.94366455078	1	0.127821	noncoding
PBT00254743	104	0.31596	6.86138916016	1	0.169852	noncoding
PBT00254744	132	0.33061	7.78521728516	1	0.414367	noncoding
STRT01210287	20	0.40731	9.99615478516	1	0.00983936	noncoding
STRT01158867	86	0.29514	9.49407958984	1	0.0606135	noncoding
ENCT00000253939.1	79	0.28068	8.98980712891	-1	0.16899	noncoding
FTMT20800013412.1	15	0.37073	12.0000610352	1	0.00896917	noncoding
FTMT20700044331.1	18	0.38055	5.88787841797	1	0.00375064	noncoding
STRT01141164	22	0.44618	4.52972412109	1	0.013304	noncoding
ENCT00000237045.1	143	0.31117	8.66314697266	1	0.38856	noncoding
FTMT20600014962.1	62	0.36416	9.80023193359	1	0.0445756	noncoding
FTMT20800013858.1	3	0.27735	5.27496337891	1	0.00401006	noncoding
STRT01276501	145	0.28002	9.42315673828	1	0.254445	noncoding
ENCT00000255067.1	78	0.28301	5.07147216797	1	0.12843	noncoding
STRT01188047	22	0.35119	11.7002563477	1	0.0118948	noncoding
PBT00255334	74	0.3234	8.74566650391	1	0.0448386	noncoding
STRT01246607	118	0.40946	10.030456543	-1	0.155972	noncoding
ENCT00000237869.1	83	0.28294	5.78045654297	1	0.10619	noncoding
PBT00259697	210	0.32269	10.9630737305	1	0.771953	coding
STRT01221886	48	0.35845	12.1305541992	1	0.0244186	noncoding
STRT01189317	23	0.35563	8.34490966797	1	0.00509269	noncoding
STRT01124773	89	0.2782	9.69622802734	1	0.0626959	noncoding
STRT01138123	89	0.2782	9.69622802734	1	0.0626959	noncoding
ENCT00000263895.1	235	0.36902	12.7969360352	1	0.815746	coding
ENCT00000263916.1	99	0.27459	6.68560791016	1	0.134448	noncoding
PBT00267807	100	0.28567	9.78375244141	1	0.0861229	noncoding
ENCT00000264346.1	90	0.32797	10.0049438477	1	0.0913038	noncoding
FTMT27800000217.1	223	0.35477	8.59649658203	1	0.9854	coding
STRT01296349	103	0.3973	11.8786010742	-1	0.193624	noncoding
STRT01320270	63	0.45034	10.1658325195	1	0.146637	noncoding
STRT01311290	36	0.41401	9.18499755859	1	0.0179475	noncoding
STRT01338982	36	0.37816	9.18499755859	1	0.0134276	noncoding
STRT01327305	36	0.39558	9.18499755859	1	0.0152123	noncoding
STRT01301525	54	0.43551	6.80767822266	1	0.0438497	noncoding
STRT01316012	54	0.37576	6.80767822266	1	0.0253293	noncoding
STRT01326056	49	0.34904	6.52227783203	1	0.0164939	noncoding
STRT01297017	54	0.35298	6.80767822266	1	0.0211899	noncoding
STRT01322320	54	0.28936	6.80767822266	1	0.0201285	noncoding
STRT01300279	21	0.2937	5.83966064453	1	0.00547583	noncoding
STRT01330469	21	0.38142	5.83966064453	1	0.00458022	noncoding
STRT01308672	37	0.43999	6.49493408203	-1	0.0187521	noncoding
FTMT28000001289.1	43	0.31041	5.06195068359	1	0.0186735	noncoding
STRT01303423	126	0.27423	7.72967529297	1	0.219339	noncoding
STRT01296683	99	0.29367	8.65289306641	1	0.0896056	noncoding
STRT01334718	89	0.28567	10.2297973633	1	0.0659221	noncoding
STRT01309289	79	0.35616	9.85565185547	1	0.0818185	noncoding
STRT01335110	69	0.35388	10.4348754883	1	0.0576191	noncoding
STRT01315295	69	0.35388	10.4348754883	1	0.0576191	noncoding
PBT00268309	79	0.34407	9.85565185547	1	0.0724298	noncoding
STRT01303999	55	0.28982	11.2509155273	1	0.0325355	noncoding
FTMT27900014432.1	67	0.35924	9.61077880859	1	0.0508896	noncoding
FTMT27900014373.1	89	0.28648	10.2297973633	1	0.0661163	noncoding
PBT00268310	89	0.28567	10.2297973633	1	0.0659221	noncoding
STRT01326380	49	0.4823	5.37628173828	1	0.0430428	noncoding
STRT01307532	52	0.37607	9.00335693359	1	0.0270717	noncoding
STRT01320974	85	0.30293	6.78948974609	1	0.0736846	noncoding
STRT01290001	78	0.32934	4.58123779297	1	0.148149	noncoding
PBT00268311	89	0.31934	10.2297973633	1	0.0820568	noncoding
STRT01320973	99	0.28719	8.65289306641	1	0.0863571	noncoding
STRT01317008	52	0.38211	9.00335693359	1	0.0285233	noncoding
STRT01296682	67	0.32787	9.61077880859	1	0.0397817	noncoding
STRT01298863	91	0.343	6.52642822266	1	0.134205	noncoding
STRT01294895	76	0.33399	4.89581298828	1	0.115863	noncoding
STRT01290002	69	0.34407	10.4348754883	1	0.0531372	noncoding
STRT01310389	89	0.32234	10.2297973633	1	0.0842974	noncoding
STRT01300809	149	0.28999	8.52191162109	1	0.362869	noncoding
STRT01323157	82	0.32628	8.03363037109	1	0.0617183	noncoding
PBT00269800	89	0.27911	10.4498901367	1	0.0653994	noncoding
ENCT00000265439.1	105	0.29988	9.07244873047	1	0.111581	noncoding
PBT00269858	91	0.34122	9.69500732422	1	0.10744	noncoding
FTMT27700016866.1	58	0.33203	4.53436279297	-1	0.0283692	noncoding
ENCT00000260733.1	32	0.30265	5.89764404297	1	0.0082338	noncoding
PBT00269906	93	0.28243	11.2001342773	1	0.0709155	noncoding
PBT00270027	79	0.3363	9.73199462891	1	0.0665941	noncoding
STRT01302967	71	0.28068	10.0243530273	1	0.0409391	noncoding
STRT01327592	83	0.28068	10.3081665039	1	0.056653	noncoding
PBT00270154	71	0.28068	10.0243530273	1	0.0409391	noncoding
PBT00270155	87	0.28068	9.68963623047	1	0.059798	noncoding
STRT01325052	26	0.47654	5.12530517578	1	0.010816	noncoding
STRT01295097	65	0.43469	9.89239501953	1	0.119456	noncoding
HBMT00000900722.1	71	0.34104	9.44464111328	1	0.0497222	noncoding
ENCT00000261725.1	37	0.32832	12.0042114258	1	0.018426	noncoding
PBT00270279	50	0.35404	10.0573120117	1	0.0267022	noncoding
PBT00270310	96	0.29871	9.20013427734	1	0.0833136	noncoding
STRT01335070	28	0.42915	4.52972412109	1	0.0189006	noncoding
STRT01324364	26	0.40176	8.63385009766	-1	0.0438536	noncoding
STRT01339901	10	0.32478	11.0003051758	1	0.00829691	noncoding
ENCT00000267696.1	19	0.36262	4.02764892578	1	0.00801645	noncoding
FTMT27900026439.1	33	0.37176	9.48651123047	1	0.0123309	noncoding
STRT01297849	29	0.32153	5.19415283203	1	0.00782908	noncoding
STRT01328279	17	0.30993	11.1659545898	1	0.0116393	noncoding
STRT01311268	27	0.42333	6.22271728516	-1	0.0155477	noncoding
STRT01315652	53	0.32047	4.40655517578	1	0.0432695	noncoding
STRT01308814	24	0.3776	8.02374267578	1	0.00531776	noncoding
STRT01296881	24	0.35238	8.02374267578	1	0.00488597	noncoding
STRT01322278	79	0.3987	9.66351318359	-1	0.109404	noncoding
STRT01310443	37	0.42083	9.69427490234	1	0.0237468	noncoding
STRT01305366	56	0.34683	9.72503662109	1	0.0302339	noncoding
STRT01315828	16	0.44709	11.0001831055	1	0.0168652	noncoding
STRT01296880	93	0.34973	9.62420654297	1	0.126905	noncoding
STRT01318536	51	0.38196	10.323059082	1	0.0357286	noncoding
STRT01311120	82	0.4138	9.85540771484	1	0.186662	noncoding
STRT01315500	75	0.3963	9.66534423828	1	0.108059	noncoding
STRT01305369	76	0.37025	8.47760009766	1	0.0735346	noncoding
STRT01307603	77	0.40575	6.24066162109	1	0.141525	noncoding
PBT00270516	99	0.28567	9.84442138672	1	0.0839547	noncoding
PBT00269087	133	0.27089	9.98992919922	1	0.166258	noncoding
STRT01309507	29	0.32504	11.7240600586	1	0.0156064	noncoding
MICT00000221040.1	332	0.29695	9.16070556641	1	0.996159	coding
MICT00000221041.1	332	0.29443	9.16070556641	1	0.995601	coding
PBT00270522	44	0.25349	8.12017822266	1	0.0190241	noncoding
PBT00269208	70	0.34431	11.4877319336	1	0.0526222	noncoding
STRT01310446	35	0.39819	4.30767822266	1	0.0265608	noncoding
FTMT28000003342.1	0	0.32885	0.0	-1	5.67634e-07	noncoding
PBT00269467	165	0.33448	9.07598876953	1	0.698225	coding
ENCT00000269020.1	117	0.38106	9.86639404297	1	0.408539	noncoding
HBMT00000918440.1	47	0.37264	10.2887573242	1	0.0279201	noncoding
STRT01363951	33	0.33232	5.59613037109	1	0.00824355	noncoding
STRT01352488	37	0.30754	9.86492919922	1	0.0143608	noncoding
HBMT00000919113.1	0	0.35332	0.0	-1	1.51195e-06	noncoding
ENCT00000270697.1	60	0.27794	6.96234130859	1	0.027292	noncoding
ENCT00000270706.1	26	0.32762	10.0326538086	1	0.0101319	noncoding
STRT01352841	44	0.35075	6.13421630859	1	0.0136808	noncoding
STRT01347651	24	0.43634	7.81134033203	1	0.007593	noncoding
STRT01340884	92	0.32205	7.69573974609	1	0.0924965	noncoding
STRT01340885	36	0.3359	6.67694091797	-1	0.0448712	noncoding
HBMT00000925860.1	109	0.27425	8.72161865234	1	0.10921	noncoding
HBMT00000926171.1	130	0.28923	9.50823974609	1	0.195137	noncoding
STRT01358916	73	0.28167	7.78631591797	1	0.038035	noncoding
STRT01357937	73	0.28015	7.78631591797	1	0.0382155	noncoding
PBT00274846	141	0.30611	9.23468017578	1	0.32264	noncoding
STRT01359250	88	0.36331	9.82977294922	1	0.124703	noncoding
STRT01343998	72	0.32806	11.4943237305	1	0.0504746	noncoding
PBT00274847	119	0.35035	7.60858154297	1	0.352836	noncoding
STRT01362743	111	0.27794	9.87481689453	1	0.108167	noncoding
STRT01361781	115	0.34923	10.2930297852	1	0.253145	noncoding
STRT01350515	89	0.34897	11.6484985352	1	0.0916834	noncoding
STRT01363396	106	0.30792	10.7719116211	1	0.115193	noncoding
PBT00274848	119	0.30112	7.60858154297	1	0.215642	noncoding
STRT01359000	76	0.33472	11.7344360352	1	0.0553559	noncoding
STRT01349163	152	0.32519	8.74310302734	-1	0.163304	noncoding
STRT01352297	119	0.33465	7.60858154297	1	0.300239	noncoding
PBT00274849	115	0.30159	9.12933349609	1	0.153242	noncoding
ENCT00000275252.1	131	0.27987	10.4088745117	1	0.162479	noncoding
STRT01360142	92	0.28792	10.4164428711	1	0.0719865	noncoding
STRT01356655	100	0.40908	10.3265991211	1	0.341326	noncoding
STRT01359628	14	0.38568	6.68804931641	1	0.00272121	noncoding
ENCT00000275292.1	130	0.27379	9.45294189453	1	0.170683	noncoding
PBT00275476	118	0.30269	9.72222900391	1	0.162032	noncoding
ENCT00000275293.1	125	0.28912	9.57269287109	1	0.170817	noncoding
MICT00000227049.1	89	0.36346	9.62359619141	1	0.128561	noncoding
STRT01346907	81	0.3391	8.39801025391	1	0.0664071	noncoding
HBMT00000927753.1	21	0.28404	11.0003051758	1	0.0155375	noncoding
HBMT00000922821.1	227	0.27385	9.26690673828	1	0.774877	coding
HBMT00000922822.1	227	0.28001	9.26690673828	1	0.804804	coding
MICT00000228006.1	103	0.31982	11.5348510742	1	0.103539	noncoding
STRT01355418	31	0.4231	10.2366333008	1	0.021136	noncoding
STRT01355511	31	0.33833	10.2366333008	1	0.0128927	noncoding
MICT00000228254.1	146	0.32283	11.4126586914	-1	0.139454	noncoding
FTMT28600000204.1	13	0.32416	11.0003051758	1	0.00911029	noncoding
PBT00284414	88	0.3637	7.87054443359	1	0.117827	noncoding
STRT01377730	114	0.30176	10.1544799805	1	0.13995	noncoding
STRT01392007	34	0.30958	12.6034545898	-1	0.143341	noncoding
STRT01387010	84	0.32346	9.87457275391	1	0.0714541	noncoding
STRT01392255	104	0.30344	7.60894775391	-1	0.136255	noncoding
ENCT00000280519.1	73	0.30459	10.373840332	1	0.0470392	noncoding
HBMT00000937304.1	0	0.31977	0.0	-1	4.85426e-07	noncoding
STRT01398855	65	0.40181	9.41473388672	1	0.070771	noncoding
STRT01392827	2	0.39915	5.27496337891	1	1.04439e-05	noncoding
STRT01399209	28	0.40734	6.52801513672	-1	0.0178872	noncoding
STRT01401756	149	0.28648	9.57513427734	1	0.289853	noncoding
STRT01367250	98	0.272	9.45684814453	1	0.0774518	noncoding
STRT01392148	86	0.30485	7.78594970703	-1	0.129267	noncoding
ENCT00000281055.1	151	0.33214	10.9973754883	1	0.411801	noncoding
PBT00283347	68	0.26926	10.5341186523	1	0.0426542	noncoding
MICT00000230706.1	94	0.33686	9.29888916016	1	0.112312	noncoding
PBT00283360	100	0.37505	9.59918212891	1	0.223611	noncoding
STRT01405850	89	0.2951	6.48199462891	1	0.0954594	noncoding
STRT01399014	164	0.30325	8.97625732422	1	0.522507	coding
STRT01373533	75	0.38876	6.60955810547	1	0.0958379	noncoding
MICT00000231495.1	109	0.32065	5.71234130859	1	0.316866	noncoding
STRT01381946	100	0.41567	5.77655029297	1	0.5	coding
STRT01408780	95	0.30716	5.00616455078	1	0.242343	noncoding
FTMT28500022231.1	56	0.42474	9.77618408203	1	0.0658221	noncoding
STRT01372155	63	0.41554	8.95709228516	1	0.0698518	noncoding
STRT01381291	56	0.39504	9.77618408203	1	0.045979	noncoding
STRT01387523	56	0.38148	9.77618408203	1	0.0401393	noncoding
STRT01381292	124	0.42089	6.27362060547	1	0.79578	coding
STRT01381712	56	0.37283	9.77618408203	1	0.0371269	noncoding
STRT01378964	56	0.40192	9.77618408203	1	0.0495831	noncoding
HBMT00000949980.1	56	0.39687	9.77618408203	1	0.0468907	noncoding
STRT01387635	56	0.41794	9.77618408203	1	0.0601694	noncoding
STRT01377531	43	0.39513	5.46490478516	1	0.0226934	noncoding
STRT01373053	43	0.39561	5.46490478516	1	0.0227967	noncoding
STRT01373737	87	0.35864	9.48968505859	1	0.111579	noncoding
HBMT00000939277.1	33	0.35373	6.47552490234	1	0.00709748	noncoding
ENCT00000277770.1	93	0.35793	7.82208251953	1	0.138293	noncoding
PBT00284870	126	0.33111	9.69403076172	1	0.28703	noncoding
FTMT28600000809.1	80	0.34645	11.6546020508	-1	0.175427	noncoding
PBT00283742	120	0.30806	10.2968139648	1	0.172723	noncoding
ENCT00000281984.1	102	0.35977	11.6708374023	1	0.149203	noncoding
STRT01381000	78	0.34103	4.72918701172	1	0.146385	noncoding
STRT01370212	78	0.31793	4.72918701172	1	0.132468	noncoding
STRT01382061	78	0.31366	4.72918701172	1	0.132252	noncoding
STRT01407501	78	0.31388	4.72918701172	1	0.132244	noncoding
STRT01365967	54	0.30411	5.53765869141	1	0.0274794	noncoding
PBT00283801	87	0.30816	9.60638427734	1	0.0683455	noncoding
STRT01376599	78	0.33416	4.72918701172	1	0.140086	noncoding
STRT01384296	54	0.34977	9.80010986328	1	0.0289035	noncoding
PBT00283802	47	0.29771	4.51568603516	1	0.0347192	noncoding
STRT01377904	55	0.29543	4.72100830078	1	0.0473603	noncoding
STRT01405333	30	0.41596	9.38494873047	1	0.0142591	noncoding
STRT01398282	46	0.3182	9.86029052734	1	0.0192601	noncoding
STRT01401703	87	0.29115	9.60638427734	1	0.0616666	noncoding
STRT01402870	46	0.35654	10.1926879883	-1	0.142745	noncoding
STRT01391396	30	0.35998	9.38494873047	1	0.00991809	noncoding
PBT00283803	78	0.33568	4.72918701172	1	0.141325	noncoding
STRT01382245	48	0.29202	9.80010986328	-1	0.180433	noncoding
STRT01374863	30	0.39342	9.38494873047	1	0.0118155	noncoding
STRT01374864	30	0.38147	9.38494873047	1	0.0109471	noncoding
STRT01391254	67	0.33743	9.83392333984	1	0.0439424	noncoding
STRT01375040	170	0.39183	9.66729736328	1	0.917803	coding
STRT01398186	46	0.39397	9.49652099609	1	0.0267064	noncoding
HBMT00000951529.1	124	0.35872	6.68243408203	1	0.527064	coding
ENCT00000282270.1	78	0.29783	8.84185791016	1	0.0454494	noncoding
STRT01396842	34	0.34673	10.2949829102	1	0.014814	noncoding
STRT01390474	25	0.38701	10.8599243164	-1	0.137017	noncoding
ENCT00000278602.1	40	0.31291	12.1763305664	1	0.0202736	noncoding
STRT01372908	113	0.3168	9.29949951172	1	0.168961	noncoding
FTMT28800001277.1	105	0.36706	6.71429443359	-1	0.0638519	noncoding
MICT00000234213.1	75	0.27587	9.38934326172	1	0.0421058	noncoding
ENCT00000283127.1	103	0.35928	11.3379516602	1	0.170313	noncoding
STRT01398299	15	0.33399	5.27276611328	1	0.00334198	noncoding
STRT01374908	21	0.4243	10.8599243164	1	0.0153313	noncoding
ENCT00000279165.1	67	0.36026	9.73126220703	1	0.0522858	noncoding
STRT01388870	46	0.45875	8.25384521484	1	0.0389428	noncoding
ENCT00000279183.1	372	0.31519	11.5381469727	1	0.990306	coding
ENCT00000283531.1	40	0.31745	8.00030517578	1	0.00986813	noncoding
STRT01398738	87	0.36691	8.51983642578	1	0.116586	noncoding
ENCT00000283536.1	145	0.28243	9.33551025391	1	0.264924	noncoding
PBT00284181	84	0.34764	11.8298950195	1	0.0736832	noncoding
STRT01398895	84	0.28635	11.8298950195	1	0.0554094	noncoding
STRT01400361	43	0.45941	10.8598022461	1	0.0766074	noncoding
STRT01402991	59	0.27319	6.52142333984	1	0.031445	noncoding
STRT01408999	77	0.27964	9.30010986328	1	0.0440272	noncoding
STRT01388341	0	0.31703	0.0	-1	4.73841e-07	noncoding
STRT01379018	78	0.33958	4.72894287109	1	0.144925	noncoding
STRT01381537	41	0.36831	6.82220458984	1	0.0115428	noncoding
STRT01394748	4	0.38982	5.27496337891	1	1.20363e-05	noncoding
STRT01369783	132	0.34155	10.2910766602	1	0.354443	noncoding
STRT01390862	66	0.27886	9.47601318359	1	0.0330317	noncoding
STRT01387181	30	0.42299	6.81256103516	1	0.00907319	noncoding
PBT00284298	98	0.2667	7.73394775391	1	0.0934159	noncoding
PBT00284299	89	0.31277	11.4196166992	1	0.0720933	noncoding
STRT01379019	173	0.3112	7.19232177734	1	0.804534	coding
STRT01369784	51	0.36904	7.95806884766	1	0.0203456	noncoding
ENCT00000283873.1	144	0.28463	8.66485595703	1	0.300037	noncoding
STRT01408864	82	0.31383	11.6334838867	1	0.0588452	noncoding
ENCT00000283953.1	66	0.28867	8.97662353516	1	0.0304171	noncoding
STRT01372973	74	0.28485	10.1920776367	1	0.0451441	noncoding
FTMT28800001697.1	74	0.25728	10.1920776367	1	0.0492489	noncoding
STRT01382098	47	0.37077	7.75543212891	-1	0.0481973	noncoding
STRT01383300	7	0.39415	8.50006103516	1	0.00266058	noncoding
STRT01408866	74	0.3008	10.1920776367	1	0.0467884	noncoding
PBT00306087	81	0.27618	7.55950927734	1	0.0532949	noncoding
PBT00301845	105	0.39292	6.50311279297	1	0.412975	noncoding
FTMT20900018348.1	66	0.41463	8.69146728516	1	0.0769117	noncoding
FTMT21000000421.1	75	0.43589	7.93548583984	1	0.144214	noncoding
ENCT00000300372.1	102	0.31646	5.89251708984	1	0.219988	noncoding
STRT01442216	112	0.3402	9.43951416016	1	0.216906	noncoding
STRT01447572	64	0.35394	10.6520385742	1	0.04875	noncoding
ENCT00000285734.1	82	0.3662	12.0525512695	-1	0.175088	noncoding
ENCT00000285735.1	82	0.35379	12.0525512695	-1	0.169366	noncoding
STRT01440516	59	0.30512	11.7184448242	1	0.0338873	noncoding
STRT01518168	65	0.35902	6.21429443359	1	0.0452739	noncoding
STRT01521780	26	0.30658	7.99798583984	1	0.00564391	noncoding
STRT01426175	8	0.37563	9.50006103516	1	0.00397196	noncoding
PBT00306386	63	0.28976	4.02227783203	1	0.117548	noncoding
STRT01530425	32	0.41537	4.86773681641	1	0.0181536	noncoding
MICT00000239200.1	84	0.27732	6.05621337891	1	0.100445	noncoding
PBT00309634	84	0.27883	6.79901123047	1	0.0724823	noncoding
STRT01481039	63	0.33414	9.09832763672	1	0.0326615	noncoding
STRT01477418	34	0.42166	10.160949707	1	0.0235908	noncoding
STRT01481040	48	0.41728	8.74041748047	-1	0.051589	noncoding
FTMT21200002255.1	43	0.34102	8.76702880859	1	0.01369	noncoding
ENCT00000302085.1	87	0.29705	11.8618774414	1	0.0584098	noncoding
ENCT00000288743.1	59	0.32427	6.88128662109	1	0.0234801	noncoding
ENCT00000288746.1	45	0.31617	6.52825927734	1	0.0125171	noncoding
PBT00307013	124	0.3514	10.0576782227	1	0.341034	noncoding
MICT00000243083.1	76	0.34043	8.96710205078	1	0.0569148	noncoding
